CID	CAS	CanonicalSmiles	xlogp	tpsa
74711	1917-64-2	COCC1=CC=C(O1)C=O	39.4	0.0
61431	10022-28-3	CCCCCCCC(OC)OC	18.5	3.5
104033	51959-14-9	CCC(C)(C)C1=CC(=C(C=C1)OCCCCN)C(C)(C)CC	35.3	6.1
6448087	80834-60-2	C1CC(=O)NC2=C1C=C(C=C2)C=CCN3CCN(CC3)C4=CC=C(C=C4)Cl	35.6	3.8
70308	938-16-9	CC(C)(C)C(=O)C1=CC=CC=C1	17.1	3.0
8113	111-42-2	C(CO)NCCO	52.5	-1.4
23368	6938-94-9	CC(C)OC(=O)CCCCC(=O)OC(C)C	52.6	2.2
6433272	1400-61-9	CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O	320.0	-0.2
69912	784-38-3	C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)N)F	43.1	3.9
78202	4455-26-9	CCCCCCCCN(C)CCCCCCCC	3.2	7.1
118058	33236-02-1	CCOC(C1=CC=CC=C1)C2=NCC(CN2)(C)C	33.6	2.4
19710	3852-09-3	COCCC(=O)OC	35.5	-0.1
60458	110599-11-6	CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCOCCO	65.0	2.3
36143	32462-30-9	C1=CC(=CC=C1C(C(=O)O)N)O	83.6	-2.1
20113	4162-45-2	CC(C)(C1=CC(=C(C(=C1)Br)OCCO)Br)C2=CC(=C(C(=C2)Br)OCCO)Br	58.9	6.1
5373977	6048-06-2	CCOC(=O)C=CC1=CC=C(C=C1)Cl	26.3	3.6
13542	924-16-3	CCCCN(CCCC)N=O	32.7	2.6
198020	24312-44-5	C1=CC(=CC=C1CNC(=O)CF)Br	29.1	2.1
6720	82-68-8	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-]	45.8	4.2
213933	27318-87-2	COC1=CC(=CC(=C1)OCC(CO)O)OC	68.2	0.5
34468	29091-05-2	CCN(CC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-]	121.0	3.2
31072	22232-54-8	CCOC(=O)N1C=CN(C1=S)C	64.9	0.7
5329098	204005-46-9	CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C	44.9	2.5
33565	26644-46-2	C1CN(CCN1C(C(Cl)(Cl)Cl)NC=O)C(C(Cl)(Cl)Cl)NC=O	64.7	2.8
5363527	14959-86-5	CCCCC=CCCCCCCOC(=O)C	26.3	4.8
4763	50-06-6	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2	75.3	1.5
3078880	123172-52-1	CC1C(=O)N(C2=C(O1)C=C(C=C2)C(=O)C3=CC=C(C=C3)Cl)C	46.6	3.4
4927	60-87-7	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C	31.8	4.8
11583	591-78-6	CCCCC(=O)C	17.1	1.4
8112	111-41-1	C(CNCCO)N	58.3	-1.7
80622	6330-25-2	CNC(=O)CC#N	52.9	-0.6
167775	18964-31-3	C1(=C(C(=O)C(=C(Cl)Cl)C1=O)Cl)Cl	34.1	3.4
135618618	139001-49-3	CCCC(=NOCC(C)OC1=CC=C(C=C1)Cl)C2=C(CC(CC2=O)C3CCCSC3)O	93.4	5.6
2723704	598-52-7	CNC(=S)N	70.1	-0.7
9855795	4630-07-3	CC1CCC=C2C1(CC(CC2)C(=C)C)C	0.0	5.2
19584	3765-86-4	C1=CC2=C(C=C1I)NC(=N2)C(F)(F)F	28.7	3.0
135422074	6428-31-5	C1=CC(=CC=C1N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C4=C(C(=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)N=NC5=CC=C(C=C5)N=NC6=C(C=C(C=C6)N)N)N)O	375.0	4.6
77993	143322-58-1	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4	61.6	4.1
3058456	75274-22-5	CCOC(=O)C(=O)NC1=NC=NC=C1	81.2	0.7
132840	148504-51-2	CCCC1=C(C2=NC(=O)NN2C(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	112.0	3.0
234237	1322-17-4	CCCCCCC(CCOC(=O)C)O	46.5	2.7
9216	262-12-4	C1=CC=C2C(=C1)OC3=CC=CC=C3O2	18.5	4.4
51605	72490-01-8	CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2	56.8	4.3
443879	124937-51-5	CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2	23.5	5.6
67123	120-56-9	C1=CC=C(C=C1)C(=O)OCCOCCOCCOC(=O)C2=CC=CC=C2	71.1	3.3
76980	3445-11-2	C1CC(=O)N(C1)CCO	40.5	-0.8
88638	20662-53-7	C1CNCCC1N2C3=CC=CC=C3NC2=O	44.4	1.5
17163	2461-18-9	CCCCCCCCCCCCOCC1CO1	21.8	5.4
23062	6586-89-6	C1=CC=C2C(=CC=C(C2=C1)CCl)CCl	0.0	4.4
23600	7195-43-9	C1C(O1)COC(=O)C2=CC(=CC=C2)C(=O)OCC3CO3	77.7	1.0
736331	40188-45-2	CCCC(=O)NC1=CC(=C(C=C1)O)C(=O)C	66.4	2.2
65869	100981-43-9	C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br	198.0	1.5
7838	106-92-3	C=CCOCC1CO1	21.8	0.4
7597	102-09-0	C1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2	35.5	3.3
3034351	25059-80-7	CCOC(=O)CN1C2=C(C=CC=C2Cl)SC1=O	71.9	2.8
9577272	111757-17-6	CCCN(CCC)C=NC1=CC=CC(=O)N1	44.7	1.9
43233	60207-31-0	C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl	49.2	2.3
3068006	82578-51-6	C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC(=C(C=C2)O)C(F)(F)F	88.0	3.6
86296	110235-47-7	CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2	37.8	3.3
21804	5598-15-2	CCOP(=O)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl	57.7	3.5
21288	5221-42-1	CC(=O)NC1=CC=NC=C1	42.0	0.5
75738	2578-45-2	C1=C(C=NC(=C1[N+](=O)[O-])Cl)[N+](=O)[O-]	105.0	1.5
78640	4927-39-3	CC(=O)CC(C)(C)C1CCCCC1	17.1	3.8
3276	22668-01-5	C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCO	113.0	-1.3
5280723	745-65-3	CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O	94.8	3.2
7567	101-61-1	CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C	6.5	3.9
27812	16320-04-0	CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O	37.3	2.2
6917975	23477-98-7	CC1C2CC(C=CC(=CCC(C=CC(=CC(C(C1=O)(C(=O)O2)C)NC(=O)C(=O)C)C)O)C)OC(=O)C	136.0	2.2
62328	62395-45-3	CCC(=O)OC(C)(C)C1CCC(=CC1)C	26.3	2.9
6805	85-34-7	C1=CC(=C(C(=C1Cl)CC(=O)O)Cl)Cl	37.3	3.2
6375	75-52-5	C[N+](=O)[O-]	45.8	0.1
70208	923-02-4	CC(=C)C(=O)NCO	49.3	-0.1
23062166	295800-70-3	CCCCC(CC)CNC1=C2C(=C(C=C1)NCC(CC)CCCC)C(=O)C3=C(C=CC(=C3C2=O)O)O	98.7	9.5
10145345	261947-38-0	CCC1CC(C2=C(N1C(=O)OC(C)C)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)C	49.9	7.1
30146	20404-97-1	CC1=CC=C(C=C1)SC(C[N+](=O)[O-])C2=CC=C(C=C2)NC(=O)C	100.0	3.3
69150	611-99-4 	C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)O)O	57.5	2.7
9570290	14816-18-3	CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1	95.9	4.4
94211	1572-55-0	C(CCN)CC(CCCN)CN	78.1	-0.6
86306	112143-82-5	CCOC(=O)CSC1=NC(=NN1C(=O)N(C)C)C(C)(C)C	103.0	2.7
10698	527-60-6	CC1=CC(=C(C(=C1)C)O)C	20.2	2.7
5656	93413-69-5	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O	32.7	2.9
6448082	80834-55-5	C1CC(=O)NC2=C1C=C(C=C2)C=CCN3CCN(CC3)C4=CC(=CC=C4)Cl	35.6	3.8
2537	76-22-2	CC1(C2CCC1(C(=O)C2)C)C	17.1	2.2
19262	3634-83-1	C1=CC(=CC(=C1)CN=C=O)CN=C=O	58.9	3.4
26989	14979-39-6	CCCC(C)C(CC)O	20.2	2.7
32611	24800-44-0	CC(CO)OCC(C)OCC(C)O	58.9	-0.4
7355	97-90-5	CC(=C)C(=O)OCCOC(=O)C(=C)C	52.6	1.9
6409	75-89-8	C(C(F)(F)F)O	20.2	0.4
441289	15500-66-0	CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C	52.6	6.6
4114	298-81-7	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	48.7	1.9
15179	32033-21-9	CN(CC#C)C1CCC2=CC=CC=C12	3.2	2.3
74749	1942-80-9	CCP(=S)(OC)SC1=CC(=C(C=C1)Cl)C	66.6	4.5
17818	2835-95-2	CC1=C(C=C(C=C1)N)O	46.3	1.3
2730	2921-88-2	CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl	72.7	5.3
82329	10058-20-5	CCCCCCOCCOC(=O)CCC(=O)OCCOCCCCCC	71.1	4.2
11040	547-64-8	CC(C(=O)OC)O	46.5	-0.1
6535	78-40-0	CCOP(=O)(OCC)OCC	44.8	0.8
6343	75-08-1	CCS	1.0	0.9
11520	589-82-2	CCCCC(CC)O	20.2	2.2
6051	60-09-3	C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N	50.7	3.4
96260	84-59-3	C1=CC(=C(C2=C1C(=C(C=C2)Br)O)O)Br	40.5	3.8
727	319-84-6	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	0.0	3.8
146856	94847-66-2	CN(C)C(=O)N1C(=C(N=C1Br)Br)Br	38.1	3.0
550206	40172-95-0	C1CN(CCN1)C(=O)C2=CC=CO2	45.5	0.1
4788	60-82-2	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	98.0	2.6
5281243	127-40-2	CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C	40.5	11.0
107080	68052-23-3	CC(C)C(C(C)(C)COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2	52.6	5.9
96169	6946-94-7	CCN(CC)C(=O)CCC(=O)C	37.4	0.0
61417	7549-33-9	CCC(=O)OCC1=CC=C(C=C1)OC	35.5	2.7
443958	51022-69-6	CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6	99.1	3.6
6557	78-79-5	CC(=C)C=C	0.0	2.5
63257	65765-07-3	CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC(=CC=C3)O	52.9	3.7
164044	117617-70-6	CCCCCCCCOP(=O)(O)OCCC(Cl)Cl	55.8	4.1
6917688	75219-46-4	CC12CCC3C(C1CCC2OC(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)CCC5=C3C=CC(=C5)OC(=O)C6=CC=CC=C6	82.1	9.7
76991	3453-33-6	COC1=CC2=C(C=C1)C=C(C=C2)C=O	26.3	2.9
71264	83275-56-3	CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1	61.9	3.1
41270	54982-83-1	C1CCCCCC(=O)OCCOC(=O)CCCC1	52.6	3.6
76025	2782-70-9	COP(=S)(OC)SCC1=CC=C(C=C1)SP(=S)(OC)OC	152.0	4.4
123924	156727-74-1	CCN(CC)C(=O)C1=CC=C(C=C1)C(C2=CC(=CC=C2)OC)N3CC(N(CC3C)CC=C)C	36.0	4.9
183559	122454-29-9	C1=CC(=CC=C1C2=C(C(=C(N2)C(F)(F)F)Br)C#N)Cl	39.6	4.3
15133	1477-55-0	C1=CC(=CC(=C1)CN)CN	52.0	-0.3
27515	15862-11-0	CCOC1=CC=C(C=C1)N(C(=O)C)N=O	59.0	1.3
6421	76-03-9	C(=O)(C(Cl)(Cl)Cl)O	37.3	1.3
74386	1713-97-9	CC(C)OP(=S)(CCl)SC1=CC=C(C=C1)Cl	66.6	5.3
66885	102-40-9	C1=CC(=CC(=C1)OCCO)OCCO	58.9	0.4
28780	17804-35-2	CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC	85.3	2.1
111332	7753-60-8	CC(=O)OCC(=O)C1(CCC2C1(CC=C3C2CCC4=CC(=O)CCC43C)C)O	80.7	2.1
67274	135-62-6	COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O	58.6	4.2
7790	106-19-4	CCCOC(=O)CCCCC(=O)OCCC	52.6	2.4
20745	1569-60-4	CC(CCC=C(C)C)O	20.2	2.3
3078722	122277-24-1	CC1=CC(=C(C=C1)OC(=O)N)C(=O)OC2=CC=CC=C2	78.6	2.7
5366038	19089-92-0	CCCCCCOC(=O)C=CC	26.3	3.2
174983	72221-66-0	CC(C)CC1=C2C=CC=C(C2=CC=C1)CC(=O)O	37.3	4.2
24799	10022-60-3	CCC(CC)COC(=O)CCCCC(=O)OCC(CC)CC	52.6	4.7
8192	112-52-7	CCCCCCCCCCCCCl	0.0	6.9
26334	13925-07-0	CCC1=NC=C(N=C1C)C	25.8	1.5
31404	128-37-0	CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C	20.2	5.3
6040503	3160-37-0	CC(=O)C=CC1=CC2=C(C=C1)OCO2	35.5	2.2
61004	103-44-6	CCCCC(CC)COC=C	9.2	4.4
5070	1744-22-5	C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N	76.4	3.6
79050	589-68-4	CCCCCCCCCCCCCC(=O)OCC(CO)O	66.8	5.2
3059535	76751-94-5	C1=CC(=CC=C1C(=O)C2=CC3=C(C=C2)NC(=O)O3)Cl	55.4	3.1
10812	535-77-3	CC1=CC(=CC=C1)C(C)C	0.0	4.0
19750	3874-54-2	C1=CC(=CC=C1C(=O)CCCCl)F	17.1	2.6
119716	27775-00-4	CC(C)CCCCCCN	26.0	3.4
6466	77-06-5	CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O	104.0	0.2
6997	90-00-6	CCC1=CC=CC=C1O	20.2	2.5
159476	112344-52-2	CC(CC(=O)C1=CC=C(C=C1)C2=C(C=C(C=C2)F)F)C(=O)O	54.4	3.6
34282	28570-58-3	CCCCOC(=O)C1=CC=C(C=C1)N2C3=CC=CC=C3C(=N2)OCC4=CC=CC=C4	53.4	6.1
5462814	123-77-3	C(=O)(N)N=NC(=O)N	111.0	-1.0
4121	135-07-9	CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl	126.0	1.4
11403991	19190-61-5	COC(=O)C(C(C(OC(=C(F)F)F)(F)F)(F)F)(F)F	35.5	3.2
251150	14736-30-2	CCC1=CC(=O)C2=CC=CC=C2O1	26.3	2.7
4476	5868-05-3	C1=CC(=CN=C1)C(=O)OCC(COC(=O)C2=CN=CC=C2)(COC(=O)C3=CN=CC=C3)COC(=O)C4=CN=CC=C4	157.0	2.3
546164	12002-53-8	CC1CC(CCC1C(=O)OC(C)(C)C)Cl	26.3	3.4
78170	4433-79-8	CC(=O)CC(=O)NC1=CC(=C(C=C1OC)Cl)OC	64.6	2.1
3086341	91893-35-5	C(CS(=O)(=O)N)NC(=O)N(CCCl)N=O	130.0	-0.4
77731	4097-89-6	C(CN(CCN)CCN)N	81.3	-2.6
8871	142-08-5	C1=CC(=O)NC=C1	29.1	-0.6
3064532	104902-34-3	C1=CC(=CC(=C1)N2C(=O)C=CC3=C2N=CC=C3)C(F)(F)F	33.2	3.2
81239	6770-38-3	COCC1=CC=C(C=C1)COC	18.5	1.2
2566	1563-66-2	CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C	47.6	2.3
65587	6723-40-6	C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)C(F)(F)F	34.1	3.8
74375	1711-06-4	CC1=CC(=CC=C1)C(=O)Cl	17.1	3.4
210326	243973-20-8	CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C	59.1	4.6
11576	591-60-6	CCCCOC(=O)CC(=O)C	43.4	1.1
13549	925-15-5	CCCOC(=O)CCC(=O)OCCC	52.6	2.2
13282	838-85-7	C1=CC=C(C=C1)OP(=O)(O)OC2=CC=CC=C2	55.8	1.4
229295	3836-23-5	CCCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C	43.4	6.0
5280980	58001-44-8	C1C2N(C1=O)C(C(=CCO)O2)C(=O)O	87.1	-1.2
61253	1034-01-1	CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O	87.0	3.7
43359	60568-05-0	CC1=CC(=C(O1)C)C(=O)N(C2CCCCC2)OC	42.7	3.1
161398	22787-53-7	CC1=CC(=CC(=O)N1C)OP(=O)(OC)OC	65.1	-0.1
3067073	80834-48-6	C1CC(=O)NC2=C1C=C(C=C2)C(=O)CCN3CCN(CC3)C4=CC=CC=C4	52.7	2.3
3062255	80464-05-7	CN1C(=NN=N1)SCCCC(=O)NC2=CC=C(C=C2)N(C)C	101.0	1.7
10254	487-68-3	CC1=CC(=C(C(=C1)C)C=O)C	17.1	2.5
92094	119-13-1	CC1=CC(=CC2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)O	29.5	10.0
161562	30223-48-4	CCN(CC)CCC(=O)N1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F	48.9	4.6
134669	13189-98-5	C(CO)CSCC(C(=O)O)N	109.0	-3.0
1345	85532-75-8	CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl	33.2	5.5
6885	87-41-2	C1C2=CC=CC=C2C(=O)O1	26.3	0.8
1549789	71617-10-2	CC(C)CCOC(=O)C=CC1=CC=C(C=C1)OC	35.5	3.9
198208	39900-95-3	CN(C)C1=CC=C(C=C1)C=NC2=CC=CC=C2C(=O)O	52.9	2.9
7494	100-27-6	C1=CC(=CC=C1CCO)[N+](=O)[O-]	66.1	1.1
10695	527-53-7	CC1=CC(=C(C(=C1)C)C)C	0.0	4.0
9635	354-58-5	C(C(Cl)(Cl)Cl)(F)(F)F	0.0	3.2
7173	94-11-1	CC(C)OC(=O)COC1=C(C=C(C=C1)Cl)Cl	35.5	3.9
34697	29761-21-5	CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2	44.8	7.4
104269	52637-01-1	C(COCCOC(=O)CCl)O	55.8	-0.1
5273621	15345-89-8	COC1=CC(=O)OC(=C1)C=CC2=CC=CC=C2	35.5	2.8
2058710	54299-17-1	C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)C(=O)C4=CC=C(C=C4)OC5=CC=CC=C5	52.6	7.7
104291	52709-86-1	CCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C#N	33.0	4.1
20055551	56141-00-5	COC1=C(C=CC(=C1C(=O)OCCN(CCOC(=O)C2=C(C=CC(=C2OC)Cl)Cl)C3=CC=CC=C3)Cl)Cl	74.3	7.6
12008	615-74-7	CC1=CC(=C(C=C1)Cl)O	20.2	2.4
68941	892-01-3	C1CCC(C(=O)C1)(CCC(=O)O)CC2=CC=CC=C2	54.4	2.6
6436	76-25-5	CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C	93.1	2.5
7695	104-21-2	CC(=O)OCC1=CC=C(C=C1)OC	35.5	1.9
13434	881-99-2	C1=CC(=CC(=C1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	0.0	5.3
5391	846-50-4	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3	52.9	2.2
104447	53220-22-7	CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC	71.1	14.3
46192923	1103234-56-5	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)O)F	91.9	1.5
3563	59128-97-1	C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Br)C4=CC=CC=C4F	41.6	2.8
5357002	55719-85-2	CC=C(C)C(=O)OCCC1=CC=CC=C1	26.3	3.3
6212	67-66-3	C(Cl)(Cl)Cl	0.0	2.3
31622	23031-38-1	CC(=CC1C(C1(C)C)C(=O)OCC2=CC=C(O2)CC#C)C	39.4	4.0
8277	14007-49-9	CC[N+](C)(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N	43.1	3.0
13831	998-40-3	CCCCP(CCCC)CCCC	0.0	3.7
445354	68-26-8	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C	20.2	5.7
10788	533-74-4	CN1CN(C(=S)SC1)C	63.9	1.3
12589	646-14-0	CCCCCC[N+](=O)[O-]	45.8	2.7
133028	157173-60-9	COC1=CC=C(C=C1)C2=CC3=CC=CC=C3OC2C4=CC=C(C=C4)OCCN5CCCCC5	30.9	6.0
1549133	35661-60-0	CC(C)CC(C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13	75.6	4.4
11860	609-20-1	C1=C(C=C(C(=C1Cl)N)Cl)N	52.0	2.4
78950	123-34-2	C=CCOCC(CO)O	49.7	-0.6
12228	624-83-9	CN=C=O	29.4	1.1
14231	1117-86-8	CCCCCCC(CO)O	40.5	1.8
51173	70788-28-2	C1=CC(=CC=C1C(=O)NP(=O)(N)N)F	98.2	-0.6
12127	621-59-0	COC1=C(C=C(C=C1)C=O)O	46.5	1.0
3087790	116337-75-8	CCCC(=O)C1=CC2=C(C=C1)N(C(=O)C(O2)(C)C)C	46.6	2.2
10982	543-82-8	CC(C)CCCC(C)N	26.0	2.3
13246	830-13-7	C1CCCCCC(=O)CCCCC1	17.1	4.2
11597	592-41-6	CCCCC=C	0.0	3.4
5780	50-70-4	C(C(C(C(C(CO)O)O)O)O)O	121.0	-3.1
12719804	15518-76-0	C1C2C1(C(=O)NC2=O)C3=CC=C(C=C3)Cl	46.2	1.3
4937	139-40-2	CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C	62.7	2.9
6623	80-05-7	CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	40.5	3.3
6438394	35891-70-4	CCCCCCC(=O)CCCCCCC=CCC(C(C(CO)(C(=O)O)N)O)O	141.0	-0.1
210099	20945-65-7	CS(=O)(=O)C1=CC(=C(C=C1)O)Cl	62.8	1.7
9588108	68789-93-5	CC(=NOC(=O)N(C)SSN(C)C(=O)ON=C(C)SCCC#N)SCCC#N	233.0	2.3
14068	1071-98-3	C(#CC#N)C#N	47.6	0.5
67678	56-89-3	C(C(C(=O)O)N)SSCC(C(=O)O)N	177.0	-6.3
93221	40601-76-1	CC1=CC(=C(C(=C1CN2C(=O)N(C(=O)N(C2=O)CC3=C(C(=C(C=C3C)C(C)(C)C)O)C)CC4=C(C(=C(C=C4C)C(C)(C)C)O)C)C)O)C(C)(C)C	122.0	10.0
237332	67-47-0	C1=C(OC(=C1)C=O)CO	50.4	-0.6
54675779	79-57-2	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O	202.0	-1.6
214920	34580-77-3	C1=CC(=CC(=C1)N2C3=C(C=CC=N3)C(=O)N2)C(F)(F)F	45.2	3.0
10285	491-35-0	CC1=CC=NC2=CC=CC=C12	12.9	2.6
161955	38079-66-2	CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O	104.0	6.4
4618	301-12-2	CCS(=O)CCSP(=O)(OC)OC	97.1	-0.7
6977	89-61-2	C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl	45.8	2.9
9500	329-89-5 	C1=CC(=NC=C1C(=O)N)N	82.0	0.7
13065	778-22-3	CC(C)(C1=CC=CC=C1)C2=CC=CC=C2	0.0	5.2
2342	23844-24-8	CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC	68.3	2.1
62240	67874-72-0	CCC(C)(C)C1CCCCC1OC(=O)C	26.3	4.1
5641	51-79-6	CCOC(=O)N	52.3	-0.2
14609940	62599-49-9	CC(=C)CC1CCCCCCCCCCC1=O	17.1	5.9
6301	72-80-0	CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl	33.1	3.5
8109	111-35-3	CCOCCCO	29.5	0.1
641098	103-31-1	C1=CC=C(C=C1)C=CC2=CC=NC=C2	12.9	3.1
15132	1477-42-5	CC1=C2C(=CC=C1)SC(=N2)N	67.2	2.4
135403821	61379-65-5	CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C	220.0	6.7
43344	60559-94-6	CC(C)(C)N=C(NC#N)NC1=CN=CC=C1	73.1	1.5
36392	33245-39-5	CCCN(CCCl)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]	94.9	5.0
68527	589-15-1	C1=CC(=CC=C1CBr)Br	0.0	3.4
88964	21600-43-1	CCN(CC)N=NC1=CN=CC=C1	40.9	2.3
22754	6307-82-0	COC(=O)C1=C(C=CC(=C1)[N+](=O)[O-])Cl	72.1	2.4
3021301	88599-48-8	CC1=CC=CC=C1OC(=O)C2=C(C=CC(=C2)Cl)OC(=O)N	78.6	3.4
1810543	17654-88-5	C1=CC=C(C=C1)N2C(=S)SC(=S)N2	105.0	3.0
86287521	13181-17-4	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])ON=CC2=CC(=C(C(=C2)Br)O)Br	133.0	3.3
6377520	60364-26-3	CC=C(C(C)C)C(=O)NC(=O)N	72.2	1.3
11488729	179101-81-6	C1=CC(=NC=C1C(F)(F)F)OCCCOC2=C(C=C(C=C2Cl)OCC=C(Cl)Cl)Cl	40.6	7.1
9577943	92929-94-7	CC(C)(C)C(CN1C=NC=N1)(COC2=CC=C(C=C2)C=NOC)O	81.8	2.6
94713	826-54-0	CC(C)(C1=CC=CC=C1)C(=O)N	43.1	1.7
17424	2588-03-6	CCOP(=S)(OCC)SCS(=O)CC	112.0	3.5
10943	541-73-1	C1=CC(=CC(=C1)Cl)Cl	0.0	3.5
12860	717-74-8	CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C	0.0	5.3
6769	84-36-6	CCOC(=O)OC1=C(C=C(C=C1OC)C(=O)OC2CC3CN4CCC5=C(C4CC3C(C2OC)C(=O)OC)NC6=C5C=CC(=C6)OC)OC	144.0	4.6
