name	severity	CID	MolecularFormula	MolecularWeight	CanonicalSMILES	IUPACName	LogP	TPSA	fp
cidofovir	5	60613	C8H14N3O6P	279.19	C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O	[(2S)-1-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxypropan-2-yl]oxymethylphosphonic acid	-1.6617999999999997	147.9	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e2d0>
cyclobenzaprine	5	2895	C20H21N	275.4	CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31	N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)propan-1-amine	4.553800000000004	3.24	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e570>
ethacrynic acid	5	3278	C13H12Cl2O4	303.13	CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl	2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid	3.6057000000000015	63.60000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e7b0>
indapamide	5	3702	C16H16ClN3O3S	365.8	CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N	4-chloro-N-(2-methyl-2,3-dihydroindol-1-yl)-3-sulfamoylbenzamide	2.0834	92.5	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e330>
isocarboxazid	5	3759	C12H13N3O2	231.25	CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2	N'-benzyl-5-methyl-1,2-oxazole-3-carbohydrazide	1.41762	67.16	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e4b0>
loxapine	5	3964	C18H18ClN3O	327.8	CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl	8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine	3.7714000000000025	28.07	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e450>
maprotiline	5	4011	C20H23N	277.4	CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24	N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine	4.211400000000004	12.03	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380ec90>
melphalan	5	460612	C13H18Cl2N2O2	305.20	C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl	(2S)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid	1.925	66.55999999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e990>
mephenytoin	5	4060	C12H14N2O2	218.25	CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2	5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione	1.4735000000000003	49.410000000000004	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e090>
mesoridazine	5	4078	C21H26N2OS2	386.6	CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C	10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfinylphenothiazine	4.901100000000005	23.55	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380eab0>
metoclopramide	5	4168	C14H22ClN3O2	299.79	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl	4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide	2.0023999999999997	67.59	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380ea50>
moricizine	5	34633	C22H25N3O4S	427.5	CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4	ethyl N-[10-(3-morpholin-4-ylpropanoyl)phenothiazin-2-yl]carbamate	4.106600000000004	71.11	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e870>
papaverine	5	4680	C20H21NO4	339.4	COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC	1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline	3.860000000000003	49.81	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e810>
pentoxifylline	5	4740	C13H18N4O3	278.31	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C	3,7-dimethyl-1-(5-oxohexyl)purine-2,6-dione	0.1930000000000005	78.89	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e630>
timolol	5	33624	C13H24N4O3S	316.42	CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O	(2S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol	0.5024999999999997	79.74000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e9f0>
trazodone	5	5533	C19H22ClN5O	371.9	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl	2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one	2.3617	45.78	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815030>
triamterene	5	5546	C12H11N7	253.26	C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N	6-phenylpteridine-2,4,7-triamine	0.8333999999999999	129.62	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380e0f0>
trimethadione	5	5576	C6H9NO3	143.14	CC1(C(=O)N(C(=O)O1)C)C	3,5,5-trimethyl-1,3-oxazolidine-2,4-dione	0.37360000000000004	46.61	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338151b0>
trimethobenzamide	5	5577	C21H28N2O5	388.5	CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC	N-[[4-[2-(dimethylamino)ethoxy]phenyl]methyl]-3,4,5-trimethoxybenzamide	2.5828000000000007	69.26	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815150>
colchicine	6	6167	C22H25NO6	399.4	CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC	N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide	2.8716000000000017	83.09000000000002	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380ef90>
tromethamine	6	6503	C4H11NO3	121.14	C(C(CO)(CO)N)O	2-amino-2-(hydroxymethyl)propane-1,3-diol	-2.339199999999999	86.71000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815330>
dacarbazine	6	135398738	C6H10N6O	182.18	CN(C)N=NC1=C(NC=N1)C(=O)N	4-[(E)-dimethylaminodiazenyl]-1H-imidazole-5-carboxamide	0.06890000000000013	99.73	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3380eed0>
fosfomycin	6	446987	C3H7O4P	138.06	CC1C(O1)P(=O)(O)O	[(2R,3S)-3-methyloxiran-2-yl]phosphonic acid	-0.09110000000000007	70.06	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338154b0>
probenecid	6	4911	C13H19NO4S	285.36	CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O	4-(dipropylsulfamoyl)benzoic acid	2.1955	74.68	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815870>
captopril	7	44093	C9H15NO3S	217.29	CC(CS)C(=O)N1CCCC1C(=O)O	(2S)-1-[(2S)-2-methyl-3-sulfanylpropanoyl]pyrrolidine-2-carboxylic acid	0.6279000000000001	57.61	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338155d0>
carbamazepine	7	2554	C15H12N2O	236.27	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N	benzo[b][1]benzazepine-11-carboxamide	3.3872000000000018	46.33	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338158d0>
felbamate	7	3331	C11H14N2O4	238.24	C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N	(3-carbamoyloxy-2-phenylpropyl) carbamate	0.9608000000000003	104.64	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815930>
zolpidem	7	5732	C19H21N3O	307.4	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C	N,N-dimethyl-2-[6-methyl-2-(4-methylphenyl)imidazo[1,2-a]pyridin-3-yl]acetamide	3.2488400000000013	37.61000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815b70>
glimepiride	7	3476	C24H34N4O5S	490.6	CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C	4-ethyl-3-methyl-N-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxo-2H-pyrrole-1-carboxamide	3.0740000000000007	124.68	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338153f0>
venlafaxine	7	5656	C17H27NO2	277.4	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O	1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol	3.035600000000002	32.7	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815510>
ciprofloxacin	7	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid	1.5833	74.57000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815ed0>
citalopram	7	2771	C20H21FN2O	324.4	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F	1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile	3.812980000000003	36.26	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338152d0>
oxymetholone	7	5281034	C21H32O3	332.5	CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C	(2Z,5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-2-(hydroxymethylidene)-10,13,17-trimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	4.401000000000003	57.53	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338157b0>
azithromycin	7	447043	C38H72N2O12	749.0	CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O	(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one	1.9007000000000054	180.07999999999998	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815810>
enalapril	7	5388962	C20H28N2O5	376.4	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O	(2S)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid	1.6046	95.94000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815390>
niacin	7	938	C6H5NO2	123.11	C1=CC(=CN=C1)C(=O)O	pyridine-3-carboxylic acid	0.7797999999999998	50.19	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815bd0>
cyclosporine	7	5284373	C62H111N11O12	1202.6	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	(3S,6S,9S,12R,15S,18S,21S,24S,30S,33S)-30-ethyl-33-[(E,1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	3.2690000000000063	278.8	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338150f0>
enalaprilat	7	5462501	C18H24N2O5	348.4	CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O	(2S)-1-[(2S)-2-[[(1S)-1-carboxy-3-phenylpropyl]amino]propanoyl]pyrrolidine-2-carboxylic acid	1.1261000000000003	106.94000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815690>
fulvestrant	7	104741	C32H47F5O3S	606.8	CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F	(7R,8R,9S,13S,14S,17S)-13-methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	8.682600000000004	57.53	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815270>
mesalazine	7	4075	C7H7NO3	153.14	C1=CC(=C(C=C1N)C(=O)O)O	5-amino-2-hydroxybenzoic acid	0.6725999999999999	83.55000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338159f0>
albendazole	7	2082	C12H15N3O2S	265.33	CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC	methyl N-(6-propylsulfanyl-1H-benzimidazol-2-yl)carbamate	3.2433000000000005	67.01	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a390>
alprazolam	7	2118	C17H13ClN4	308.8	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine	3.5801200000000017	43.07	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815570>
entecavir	7	135398508	C12H15N5O3	277.28	C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N	2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1H-purin-6-one	-0.8278000000000001	130.05	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a030>
deferasirox	7	214348	C21H15N3O4	373.4	C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O	4-[3,5-bis(2-hydroxyphenyl)-1,2,4-triazol-1-yl]benzoic acid	3.7107000000000023	108.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a0f0>
ambrisentan	7	6918493	C22H22N2O4	378.4	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C	(2S)-2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenylpropanoic acid	3.515640000000003	81.54	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a3f0>
thiabendazole	7	5430	C10H7N3S	201.25	C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3	4-(1H-benzimidazol-2-yl)-1,3-thiazole	2.686400000000001	41.57	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a5d0>
raltegravir	7	54671008	C20H21FN6O5	444.4	CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F	N-[2-[4-[(4-fluorophenyl)methylcarbamoyl]-5-hydroxy-1-methyl-6-oxopyrimidin-2-yl]propan-2-yl]-5-methyl-1,3,4-oxadiazole-2-carboxamide	0.9115200000000004	152.24	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a870>
dronedarone	7	208898	C31H44N2O5S	556.8	CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC	N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide	7.0490000000000075	88.85	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815c90>
aprotinin	7	22833874	C284H432N84O79S7	6511	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C(=O)NC(C(=O)NCC(=O)N6CCCC6C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O)N)C(C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)C)CCCCN)C(C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)NC(C)C(=O)O)C(C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)C(C)CC	4-[[1-[[29a,62a,69,84-tetrakis(4-aminobutyl)-35a,75,78-tris(2-amino-2-oxoethyl)-14a-(3-amino-3-oxopropyl)-8a,41a,72-tribenzyl-50a,53a-di(butan-2-yl)-47a,48,56a,81,90-pentakis(3-carbamimidamidopropyl)-31,60-bis(2-carboxyethyl)-42-[[2-[[2-(1-carboxyethylamino)-2-oxoethyl]amino]-2-oxoethyl]carbamoyl]-57-(carboxymethyl)-11a,13,45-tris(1-hydroxyethyl)-66-(hydroxymethyl)-2a,16,38a,44a-tetrakis[(4-hydroxyphenyl)methyl]-26a,32a,59a,63,87-pentamethyl-20a,34-bis(2-methylpropyl)-51-(2-methylsulfanylethyl)-1a,3,4a,7a,9,10a,12,13a,15,16a,18,19a,22a,24,25a,28a,30,31a,33,34a,36,37a,40a,43a,44,46a,47,49a,50,52a,53,55a,56,58a,59,61a,62,64a,65,68,71,74,77,80,83,86,89,92,95,98-pentacontaoxo-5a-propan-2-yl-39,40,66a,67a,70a,71a-hexathia-a,2,3a,6a,8,9a,11,12a,14,15a,17,18a,21a,23,24a,27a,29,30a,32,33a,35,36a,39a,42a,43,45a,46,48a,49,51a,52,54a,55,57a,58,60a,61,63a,64,67,70,73,76,79,82,85,88,91,94,97-pentacontazahexacyclo[91.71.4.454,117.04,8.019,23.025,29]doheptacontahectan-37-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-[[1-(2-amino-5-carbamimidamidopentanoyl)pyrrolidine-2-carbonyl]amino]-4-oxobutanoic acid	-26.69198000000003	2645.7400000000007	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a990>
epoprostenol	7	5282411	C20H32O5	352.5	CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O	(5Z)-5-[(3aR,4R,5R,6aS)-5-hydroxy-4-[(E,3S)-3-hydroxyoct-1-enyl]-3,3a,4,5,6,6a-hexahydrocyclopenta[b]furan-2-ylidene]pentanoic acid	3.4085000000000027	86.99000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33815f30>
clopidogrel	7	60606	C16H16ClNO2S	321.8	COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3	methyl (2S)-2-(2-chlorophenyl)-2-(6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl)acetate	3.6739000000000024	29.54	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a510>
caspofungin	7	2826718	C52H88N10O15	1093.3	CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O	N-[(3S,6S,9S,11R,15S,18S,20R,21S,24S,25S)-21-(2-aminoethylamino)-3-[(1R)-3-amino-1-hydroxypropyl]-6-[(1S,2S)-1,2-dihydroxy-2-(4-hydroxyphenyl)ethyl]-11,20,25-trihydroxy-15-[(1R)-1-hydroxyethyl]-2,5,8,14,17,23-hexaoxo-1,4,7,13,16,22-hexazatricyclo[22.3.0.09,13]heptacosan-18-yl]-10,12-dimethyltetradecanamide	-3.311900000000009	412.03	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a690>
nitisinone	7	115355	C14H10F3NO5	329.23	C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]	2-[2-nitro-4-(trifluoromethyl)benzoyl]cyclohexane-1,3-dione	2.7346000000000013	94.35	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a270>
rifaximin	7	6436173	C43H51N3O11	785.9	CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C	[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,36-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22,30-octamethyl-6,23-dioxo-8,37-dioxa-24,27,33-triazahexacyclo[23.10.1.14,7.05,35.026,34.027,32]heptatriaconta-1(35),2,4,9,19,21,25(36),26(34),28,30,32-undecaen-13-yl] acetate	6.157840000000006	198.37999999999997	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381ab70>
bosentan	7	104865	C27H29N5O6S	551.6	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC	4-tert-butyl-N-[6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-2-pyrimidin-2-ylpyrimidin-4-yl]benzenesulfonamide	4.203900000000003	145.65	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381ac30>
cefadroxil	7	47965	C16H17N3O5S	363.4	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O	(6R,7R)-7-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	0.15049999999999963	132.95999999999998	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381ac90>
micafungin	7	477468	C56H71N9O23S	1270.3	CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O	[5-[(1S,2S)-2-[(3S,6S,9S,11R,15S,18S,20R,21R,24S,25S,26S)-3-[(1R)-3-amino-1-hydroxy-3-oxopropyl]-11,20,21,25-tetrahydroxy-15-[(1R)-1-hydroxyethyl]-26-methyl-2,5,8,14,17,23-hexaoxo-18-[[4-[5-(4-pentoxyphenyl)-1,2-oxazol-3-yl]benzoyl]amino]-1,4,7,13,16,22-hexazatricyclo[22.3.0.09,13]heptacosan-6-yl]-1,2-dihydroxyethyl]-2-hydroxyphenyl] hydrogen sulfate	-3.9020000000000015	510.1400000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381acf0>
bortezomib	7	387447	C19H25BN4O4	384.2	B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O	[(1R)-3-methyl-1-[[(2S)-3-phenyl-2-(pyrazine-2-carbonylamino)propanoyl]amino]butyl]boronic acid	0.36059999999999875	124.44000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381adb0>
anidulafungin	7	166548	C58H73N7O17	1140.2	CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O	N-[(3S,6S,9S,11R,15S,18S,20R,21R,24S,25S,26S)-6-[(1S,2S)-1,2-dihydroxy-2-(4-hydroxyphenyl)ethyl]-11,20,21,25-tetrahydroxy-3,15-bis[(1R)-1-hydroxyethyl]-26-methyl-2,5,8,14,17,23-hexaoxo-1,4,7,13,16,22-hexazatricyclo[22.3.0.09,13]heptacosan-18-yl]-4-[4-(4-pentoxyphenyl)phenyl]benzamide	-0.9270999999999889	377.4200000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381ae10>
cyproheptadine	7	2913	C21H21N	287.4	CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1	1-methyl-4-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)piperidine	4.697900000000004	3.24	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a4b0>
milnacipran	7	65833	C15H22N2O	246.35	CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2	(1R,2S)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide	1.7713999999999996	46.33	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3381a210>
